Epoch 1 Loss 1.008 time 1627.69
Epoch 2 Loss 0.792 time 1620.93
Epoch 3 Loss 0.732 time 1625.28
Epoch 4 Loss 0.685 time 1618.33
Epoch 5 Loss 0.667 time 1615.27
Epoch 6 Loss 0.641 time 1618.11
Epoch 7 Loss 0.910 time 1618.52
Epoch 8 Loss 0.668 time 1616.93
Epoch 9 Loss 0.598 time 1619.02
Epoch 10 Loss 0.608 time 1600.11
Epoch 11 Loss 0.622 time 1577.92
Epoch 12 Loss 0.586 time 1578.44
Epoch 13 Loss 0.582 time 1578.53
Epoch 14 Loss 0.574 time 1578.26
Epoch 15 Loss 0.557 time 1579.05
Epoch 16 Loss 0.581 time 1578.52
Epoch 17 Loss 0.569 time 1578.53
Epoch 18 Loss 0.549 time 1578.84
Epoch 19 Loss 0.560 time 1578.31
Epoch 20 Loss 0.576 time 1578.07
Epoch 21 Loss 0.554 time 1578.55
Epoch 22 Loss 0.536 time 1579.14
Epoch 23 Loss 0.546 time 1579.01
Epoch 24 Loss 0.533 time 1582.77
Epoch 25 Loss 0.680 time 1579.93
Epoch 26 Loss 0.532 time 1579.21
Epoch 27 Loss 0.509 time 1578.67
Epoch 28 Loss 0.537 time 1601.07
Epoch 29 Loss 0.533 time 1582.83
Epoch 30 Loss 0.541 time 1585.41
Epoch 31 Loss 0.545 time 1603.01
Epoch 32 Loss 0.518 time 1607.28
Epoch 33 Loss 0.524 time 1574.79
Epoch 34 Loss 0.488 time 1569.27
Epoch 35 Loss 0.479 time 1569.55
Epoch 36 Loss 0.467 time 1569.46
Epoch 37 Loss 0.471 time 1569.34
Epoch 38 Loss 0.471 time 1568.65
Epoch 39 Loss 0.511 time 1568.86
Epoch 40 Loss 0.464 time 1568.95
Epoch 41 Loss 0.469 time 1568.36
Epoch 42 Loss 0.463 time 1571.14
Epoch 43 Loss 0.461 time 1569.11
Epoch 44 Loss 0.472 time 1569.24
Epoch 45 Loss 0.591 time 1569.54
Epoch 46 Loss 0.464 time 1568.26
Epoch 47 Loss 0.463 time 1568.74
Epoch 48 Loss 0.461 time 1568.66
Epoch 49 Loss 0.455 time 1568.91
Epoch 50 Loss 0.539 time 1569.09
