Epoch 1 Loss 0.895 time 1869.37
Epoch 2 Loss 0.683 time 2088.11
Epoch 3 Loss 0.662 time 2091.28
Epoch 4 Loss 0.629 time 2129.17
Epoch 5 Loss 0.588 time 2084.20
Epoch 6 Loss 0.613 time 2077.91
Epoch 7 Loss 0.551 time 2048.98
Epoch 8 Loss 0.551 time 2258.69
Epoch 9 Loss 0.531 time 2054.57
Epoch 10 Loss 0.486 time 2050.08
Epoch 11 Loss 0.526 time 2043.65
Epoch 12 Loss 0.544 time 2049.17
Epoch 13 Loss 0.489 time 2059.49
Epoch 14 Loss 0.535 time 2103.54
Epoch 15 Loss 0.471 time 2049.79
Epoch 16 Loss 0.467 time 2044.66
Epoch 17 Loss 0.467 time 2066.75
Epoch 18 Loss 0.543 time 2063.26
Epoch 19 Loss 0.455 time 2065.92
Epoch 20 Loss 0.457 time 2068.82
Epoch 21 Loss 0.467 time 2056.03
Epoch 22 Loss 0.488 time 2067.81
Epoch 23 Loss 0.463 time 2073.14
Epoch 24 Loss 0.496 time 2070.28
Epoch 25 Loss 0.453 time 2077.03
Epoch 26 Loss 0.435 time 2097.13
Epoch 27 Loss 0.444 time 2053.92
Epoch 28 Loss 0.467 time 2077.17
Epoch 29 Loss 0.444 time 2076.38
Epoch 30 Loss 0.466 time 2054.93
Epoch 31 Loss 0.436 time 2060.64
Epoch 32 Loss 0.441 time 2085.68
Epoch 33 Loss 0.412 time 2095.35
Epoch 34 Loss 0.433 time 2081.55
Epoch 35 Loss 0.397 time 2059.90
Epoch 36 Loss 0.442 time 2088.11
Epoch 37 Loss 0.388 time 2057.89
Epoch 38 Loss 0.408 time 2093.05
Epoch 39 Loss 0.379 time 2095.50
Epoch 40 Loss 0.415 time 2091.29
Epoch 41 Loss 0.385 time 2059.04
Epoch 42 Loss 0.390 time 2087.80
Epoch 43 Loss 0.401 time 2081.06
Epoch 44 Loss 0.399 time 2096.55
Epoch 45 Loss 0.397 time 2068.16
Epoch 46 Loss 0.376 time 2068.48
Epoch 47 Loss 0.401 time 2066.08
Epoch 48 Loss 0.380 time 2065.07
Epoch 49 Loss 0.377 time 2138.12
Epoch 50 Loss 0.382 time 2055.13
